swab_id,gd,swab_type,state,date,season,species,yoa,pdate,y,month,Ldate,c,ysw,newsite,pdate2
KL14WI1048,0,BAT,WI,11/17/14,hiber_earl,MYSE,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
JH15MI0240,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0242,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0245,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0239,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0246,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0259,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH16MI0134,1,BAT,MI,3/5/16,hiber_late,MYSE,2016,15.16129032,16,3,3/5/16,1,0,MI_TM,4
JH15MI0235,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0237,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0261,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH16MI0128,1,BAT,MI,3/5/16,hiber_late,MYSE,2016,15.16129032,16,3,3/5/16,1,0,MI_TM,4
JH15MI0229,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0258,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0238,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0234,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0236,1,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0231,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0264,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0232,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH16MI0118,1,BAT,MI,3/5/16,hiber_late,MYSE,2016,15.16129032,16,3,3/5/16,1,0,MI_TM,4
JH15MI0247,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH16MI0113,1,BAT,MI,3/5/16,hiber_late,MYSE,2016,15.16129032,16,3,3/5/16,1,0,MI_TM,4
JH15MI0233,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH15MI0230,0,BAT,MI,11/5/15,hiber_earl,MYSE,2016,11.16129032,15,11,11/5/15,1,0,MI_TM,0
JH16MI0115,1,BAT,MI,3/5/16,hiber_late,MYSE,2016,15.16129032,16,3,3/5/16,1,0,MI_TM,4
JH15MI0107,0,BAT,MI,2/25/15,hiber_late,PESU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0105,0,BAT,MI,2/25/15,hiber_late,PESU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
KL16WI0595,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0582,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0587,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0589,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0586,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0106,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0591,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0578,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0590,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0580,1,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0604,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0105,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0103,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0102,1,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0104,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0579,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0627,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0600,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0605,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0606,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0117,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0093,1,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0626,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0116,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0625,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0111,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0113,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0090,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0092,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0114,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0128,1,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0100,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0622,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0119,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0621,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0120,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0127,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0124,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0620,0,BAT,WI,11/15/16,hiber_earl,PESU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0134,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0135,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0136,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0123,1,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0137,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0133,1,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0122,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0139,0,BAT,WI,3/6/17,hiber_late,PESU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL15WI0444,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL15WI0443,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1061,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1032,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1060,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1059,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1050,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0434,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL15WI0412,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL15WI0432,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL15WI0433,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1033,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1063,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0431,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1039,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0429,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1043,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0420,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL15WI0425,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1064,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1041,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL14WI1065,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0423,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI1042,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SJ,0.387096774
KL15WI0424,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SJ,4.193548387
KL14WI692,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0108,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL15WI0110,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL15WI0113,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI687,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL14WI685,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL14WI691,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0107,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL15WI0112,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI681,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0109,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI690,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0111,0,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI680,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0115,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI689,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0114,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL15WI0116,0,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL14WI675,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL14WI678,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL14WI679,0,BAT,WI,11/8/14,hiber_earl,PESU,2015,11.25806452,14,11,11/8/14,1,0,WI_ST,0.096774194
KL15WI0117,1,BAT,WI,3/4/15,hiber_late,PESU,2015,15.12903226,15,3,3/4/15,1,0,WI_ST,3.967741935
KL15WI0464,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL14WI1102,1,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1110,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1108,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1112,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL15WI0498,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0495,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL14WI1094,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1096,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1101,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1103,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1100,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL14WI1104,0,BAT,WI,11/17/14,hiber_earl,PESU,2015,11.5483871,14,11,11/17/14,1,0,WI_SB,0.387096774
KL15WI0494,1,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0499,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0465,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0496,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0493,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0497,1,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0492,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0488,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0490,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0489,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0486,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0487,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0491,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0482,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0483,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387
KL15WI0481,0,BAT,WI,3/11/15,hiber_late,PESU,2015,15.35483871,15,3,3/11/15,1,0,WI_SB,4.193548387